data,datas,label
10,재밌네요 별점테러는 짱깨라고 밖에 생각이 안드네,2022.07.30
10,와ㅋ진짜 대박이어요ㅋㅋ거북선 등장할때 소리쳤어요ㅠㅠ,2022.07.30
10,생각보다 너무 재미있었습니다,2022.07.30
10,귀선 나올때 소오오오름 ;;; 변요한 연기 왜케잘함? ㄹㅇ 와키자카인줄 ㅋㅋ,2022.07.30
10,개존잼이다. 명랑은 이정현 뜬금없이 길게 나오고 오글거리는게있었는데 한산은 담백하고 감동도 훨씬좋다 억지춘향이도 없고 갠적으로 최민식보다 작해일이 이순신 연상이 더잘되고 목소리가 되게 좋다 노량은 김윤석이던데 갠적으...,2022.07.30
10,이보다  더 속시원 할수 없다.,2022.07.30
10,작전이 허구같고 msg친 영웅같지만 작전도 실화고 영화속 영웅보다 더 영웅인 이순신장군!!!,2022.07.30
10,복카이센…. 후덜덜… 최고의 역대급 전투씬이다!!!,2022.07.30
8,걍 미첬음  말이 필요없이  그냥 꼭 봐야됨,2022.07.30
10,담백하게 그려낸 멋진 거북선,2022.07.30
7,아름답다 전술적 부분과 전략적 부분까지 포괄한  해석은 영화를 국지전투가 아닌  거대한 전역에서의 결전으로 부각시켰다 여전히 충파따위와 부족한 전쟁기록으로 무지한 수준의 고증이 주를 이루지만 수천의 역사학자가 그간 ...,2022.07.30
10,박해일은 이순신 그자체였고 변요한도 인상깊었습니다,2022.07.30
9,전작의 불호였던 부분들이 보완되어 몰입감이 상당했고 해전씬이 압도적임,2022.07.30
10,변요한의 연기가 기억에 오래남을듯,2022.07.30
9,그 시대의 해상전쟁에 대해 묘사하였고 한 인물이 돋보이기보다는 전쟁의 전법 진영 정보전 등 전반에 대한 묘사가 어우러져 좋았음. 이분법적인 선악을 나누기 보다는 전쟁의 과정을 그리고자 한 점이 보기 좋았음,2022.07.30
10,극장용 영화 ㅎㅎ 한산 화이팅 !,2022.07.30
10,빌드업도 좋고 마지막 해상전투씬은 진짜 시원시원하다,2022.07.30
8,"안성기 선생님은 얼굴만 봐도 충신, 목소리만 들어도 믿음직 그자체",2022.07.30
10,명량에 비해 훨씬 준비된 전투였던 한산 해전을 어떻게하면 너무 국뽕에 치우치지 않으면서도 극적으로 풀어갈지 감독이 많이 고민한 흔적이 드러나더라구요. 전작보다 극적인 느낌은 덜할지 몰라도 전쟁영화로써는 재미있게 잘 ...,2022.07.30
8,"보고난후 박해일은 기억이 잘 안나고 안성기,손현주,변요한만 기억나네 명량은 최민식 된다고 말하게 아직도 기억 나는데 한산은 복카이센? 요거만 떠오름 ㅋㅋㅋ그래도 한일전 쳐발리고 이거 봐서 국뽕 참",2022.07.30
10,영화 자체의 멋 보다는 이순신에 대한 존경심이 생기는 영화였어요,2022.07.30
10,아주 좋습니다 한산굿 감동의드라마,2022.07.30
8,역시 믿고 보는 이순신 스토리,2022.07.30
8,영화 개봉 소식을 듣고 안 볼 수가 없었습니다,2022.07.30
10,무슨말이 필요한가 반박할수가없다,2022.07.30
10,무조건 큰 화면으로 봐야좋음!,2022.07.30
10,후반부 전쟁씬은 재밌음,2022.07.30
5,CG 장난 아닌데 돈 엄청 들었을 듯.. 재밌어용,2022.07.30
7,재밌게봤습니다 천만관객가세요,2022.07.30
10,"이런 국뽕 영화는 많이많이 만들어져야 한다고 생각함. 순신리, 거북선 짱짱 만만세",2022.07.30
10,담백하고 세련되게 표현해서 더 여운이 깊은 영화 입니다 천만갑시다!!! 전국민 다 보게 해주세요,2022.07.30
10,왜구 뿌셔뿌셔 청량한 여름영화,2022.07.30
9,명량에 이어서 이번에는 한산대첩의 리얼함을 살려서 후반부의 해상전투신은 이 작품의 백미입니다.이순신 장군님의 고뇌와 카리스마가 느껴져서 좋았습니다.,2022.07.30
8,대 순 신,2022.07.30
10,탈모인들에게 희망을 주는 영화..,2022.07.30
10,어쩔 수 없이 벅차고 소름 돋는다,2022.07.30
8,초중반은 지루해서 보는데 힘들었어요... 하지만 학익진 최고!,2022.07.30
10,후속작이라길래 일단 걱정부터 했는데 걱정이 무색하게도 전작의 단점들을 상당히 보완했다고 생각됩니다... 근데 감독님이 죽어도 신파랑 슬로우모션 대장전을 포기 못하시겠나봐요...,2022.07.30
9,해상전투씬 하나만으로도 극장에서 볼 가치가 충분합니다,2022.07.30
8,CG는 어느정도 감안하고 봐야하지만신파 없어서 좋고 해상 전투씬이 볼만합니다.,2022.07.30
10,담백하게 그려낸 듬직한 위업! 우리의 자랑,2022.07.30
10,시간이긴사극1화보는느낌,2022.07.30
10,우리가 알던 장이수가 아니다,2022.07.30
10,구선과 이순신은 절대 무적인거같다. 전설의 시작 한산!!!!이순신 짱짱!!!!,2022.07.30
10,"감정선 타는 신파없이, 마치 전략전술 다큐보는 듯한 전개 좋았습니다.여자분들보다는 아마 전쟁영화 좋아하는 남자분들이 더 좋아할듯",2022.07.30
10,알고 있는 사실이지만 이렇게 긴장감 있게 만들 수 있지 그게 영화다,2022.07.30
8,명량 재밌게봤다면 꼭봐야할영화,2022.07.30
7,"박지환 배우님은 ""내아임돠""만 하시는 배우님이 아니셨다.",2022.07.30
7,진짜 국뽕 개쩜 내 인생영화,2022.07.30
10,"4dx 타고 배멀미하고 싶어서, 특별관 재편성 기다림.",2022.07.30
8,태권브이 이후 오랬만에 느껴보는 머리털 서는 감동 혼자 박수 침 말로 표현 못할 만큼 재미있습니다 대박,2022.07.30
10,해전이 정말 통쾌하고 요즘시대에 '의'란 무엇일지 되돌아보게 되네요 ^^,2022.07.30
8,무난무난하게 볼만하다.,2022.07.30
10,명량보다 훨씬 더 더욱 멋지게 봤습니다♡,2022.07.30
10,"전작보다 훨씬 발전된 연출 , 액션 참 재밌게 봣어요",2022.07.30
8,해전 장면이 시원하다,2022.07.30
9,명량을 안 보고 한산을 먼저 봤는데 꼭 명량 봐야겠습니다. 영상에 압도되고 뭉클한 영화였습니다.,2022.07.30
10,후반부 전투씬에서는 대한민국 국민이라면 정말 가슴이 웅장해질 것...,2022.07.30
8,최고의 한국영화. 또 보고싶네요,2022.07.30
10,개인적으로 재미있었음~,2022.07.30
8,전체적으로 지루하지 않고 재밌음,2022.07.30
10,내용을 알고 봐도 흥미진진 하네요영상미와 배우들의 연기에 찬사를^^,2022.07.30
10,대만족. 시간가는지 모르고봄,2022.07.30
10,발포하라!! 까지 좀 지루하긴 한데 발포하면 짜릿,2022.07.30
10,신파를 빼려다 이야기를 너무 많이 덜어낸 느낌이다. 기생이나 연락병 등 많은 인물들이 아무런 서사없이 등장했다 사라진다.,2022.07.30
9,"긴장감, 연기, 영상 등등 다좋앗어요",2022.07.30
10,초반에 지루한데 해전 시작부터 재밌었다.몰입감 좋음. 시원한 바다 나와서 좋음. 피서영화로 최고,2022.07.30
10,너무나 재미있게 봤습니다,2022.07.30
10,capt****,2022.07.30
8,명량보다 좋았습니다. 가슴뭉클하던 전쟁신.,2022.07.30
10,부모님 보여드리면 좋아하실 것 같다.,2022.07.30
8,주말에 시원한 극장에서 가족들 데리고 보기 좋은 무난한 영화.,2022.07.30
10,기대기대너무기대되요,2022.07.30
10,딱히 단점 거슬리는 건 없다 근데 또 딱히 추천하고 싶지도 않다ㅎㅎ,2022.07.30
10,"그냥 단순, 양념이 너무 없다...",2022.07.30
8,명량보다 고증도 잘된거 같고 재미도 있고 연기도 좋아요,2022.07.30
10,포디엑스로 보면 재미가 훨 좋아요,2022.07.30
8,영화 정말 재밌게 잘봤습니다. 극장에서 볼 맛이 나는 영화였어요.,2022.07.30
9,멋있음 재밌음 꼭 극장에서 봐야 함,2022.07.30
10,전편인 명량보다 발전했다.,2022.07.30
8,"웅장하고 장엄하게 시작...벅차오름..감동..눈물..다시 벅차오름..전작보다 재미있다고 확신. 탑건, 범죄도시보다 재밌었음",2022.07.30
10,굳뜨굳뜨,2022.07.30
10,액션보다는 블록버스터가 생각난다. 해전을 이렇게 재밌게 보다니… 그 왜구를 바다에 빠뜨리세요…,2022.07.30
10,왜구를 바다에 버려요... 아무도 찾지 못하게,2022.07.30
8,"구씨,,,섭섭할 뻔 했어요;ㅁ;;",2022.07.30
8,가슴이 벅찰 수밖에,2022.07.30
8,인물보다 상황을 보다 더 담백하게.,2022.07.30
8,포세이돈+아레스=이순신,2022.07.30
10,"국뽕이 문제가 아니다. 맥락이 문제다.갑자기 등장하는 것들,  왜 등장하는지 모르는 것들,  뭐하러 등장하는지 의아한 것들, 맥락이 없다.학익진 펴는게 진심인 이순신과 잠수함으로 변한 거북선...갑자기 어려운 전세라...",2022.07.30
8,초반 1시간 넘게 긴장감 유모어 하나도 없는 지루한 전개 정말 졸림후반 액션이 나오긴 하는데 시끄럽고 산만하기만 함 긴장감 전혀 없는얙션들 전체적으로 볼 가치 없음 뭐 그리 처음부터 끝까지 진지하기만 한지 한마디로 ...,2022.07.30
10,소리없이 박수치며 봤습니다!,2022.07.30
7,영화 아주 만족합니다.,2022.07.30
10,다시 한번 감사하다,2022.07.30
8,한산 용의 출현 재밌어요오오,2022.07.30
8,스토리와 영상미 좋았음~,2022.07.30
9,재밌었습니다,2022.07.30
10,서사와 재연으로 의미를 찾은 청출어람 속편,2022.07.30
8,역사적 고증과 판타지의 절묘한 조화,2022.07.30
8,뒤통수에 뒤통수에 뒤통수를 맞는 영화진짜 꼭 영화관에서 보셔야합니다!,2022.07.30
10,믿고 보는 배우 박해일,2022.07.30
9,나만 왜 명량보다 재밌었던거지,2022.07.30
8,"우리 수군보다 왜군이 더 많이 나오는데 일본어 연기가 아쉽고, 몇몇 장면들은 감동 받으라고 넣은 것 같아서 오히려 멋이 없고, 전투가 시작된 다음에는 주변음이 너무 커서 대사가 안 들립니다. 우리말 대사를 자막으로 ...",2022.07.30
8,가슴이 웅장해지는 신파없이 가슴으로 눈물나게 하는 영화,2022.07.30
10,웃음기 뺀 진지함. 잘 만든 해상전투. 그리고 이순신!,2022.07.30
9,해전씬은 가히 경이로웠다,2022.07.30
10,명량을 뛰어넘은 한산. 호불호 크지 않을듯 당신이 친일파가 아니라면,2022.07.30
10,beat****,2022.07.30
10,jofo****,2022.07.30
6,tjwh****,2022.07.30
10,soon****,2022.07.30
6,rs27****,2022.07.30
1,phu8****,2022.07.30
4,명량의 단점이 대부분 개선 됨,2022.07.30
1,발포하라!! 스트레스 풀린다.,2022.07.30
2,wjda****,2022.07.30
10,"말 그대로 한산대첩을 기록한 영화. 담백한 연출도 맘에 든다. 재밌는건 생각보다 이순신의 비중이 압도적으로 크지 않다는점. 대사도 별로 없다. 이순신을 비롯하여 전투를 이끈 다른 장군들, 그리고 땀흘리는 민초들 등 ...",2022.07.30
10,신선한 연출이다. 무겁고 무거운 전쟁과 장군의 카리스마에만 맞춰진 영화가 아닌 잘 어우러지는 이순신을 만난 느낌 너무 무겁지 않지만 조용하고 힘있는 박해일 배우가 돋보인다. 주인공은 거북선인데 말이다.^^ 바다를 위...,2022.07.30
10,dbsd****,2022.07.30
10,halo****,2022.07.30
10,"재미없다. 첫장면은, 토리사시(일본영화) 도입부를 흉내낸 거 같은데. 별로고. 이순신역 미스캐스팅. 거북선 실사스케일만 좋았다. 전투전까지 지루지루. 하아. 애국심땜에 끝끝내 부여잡고 본, 나를 칭찬해. 왜 그렇게 ...",2022.07.30
10,zaqx****,2022.07.30
6,quan****,2022.07.30
6,왜이렇게 평가가 좋은지 전혀 모르겠다. 명량과 같은감독이 만들었다고 믿기 힘들정도로 졸작이다. 한산은 이순신이 주인공이아닌 거북선이 주인공이다. 그래서 더재미없다. 이순신의 비장함도 위대함도 별로 다가오지않는다. 그...,2022.07.30
6,nahm****,2022.07.30
6,앞으로 이런 국뽕에 편승한 부실한 영화는 좀 안만들었음 좋겠다.만들려면 좀 제대로 만들던가..전편도 구리더니 이번에도 딱 그정도 .역사적으로 돌아보면 그리 자랑스러웠던 적도 없었는데 지나치게 국뽕으로 자위질 하는거 ...,2022.07.30
2,frid****,2022.07.30
1,lzeu****,2022.07.30
8,재밌습니다. 만족해요,2022.07.30
1,바다 위 연출이 시원시원합니다,2022.07.30
1,"디워를 연상케하는 cg, 위기 순간 슬로우모션, 일본군만 나오면 이상하게 특촬물 느낌, 결국 버리지 못하는 손발 오그라드는 심파 술타령 대사. 명량보다 낫다. 그건 확실하다. 하지만 명량 보다 낫다는 거지 수작은 아...",2022.07.30
1,"역사를 상업적 돈벌이로 삼고, 영화로 만들어 조선뽕 박아주면 흥행은 뭐 따상이니 그리 돈벌면 재밌나. 특히 그래서 울나라 역사적 배경을 삼은 영화들이 많다. 진짜 역사를 증거하고 싶다면, 영화값을 더 내려서 받던가....",2022.07.30
2,차라리 명량이 나았음 진짜.국뽕은 그렇다치고 CG엉성하고 박해일 이순신보다 박지환하고 거북선이 주인공임 스토리도 넘 지루하고 마지막 40분 거북선 학익진 볼라고 한시간반을 지루하게 기다려야 함 명량이 차라리 수작이었...,2022.07.30
4,"한국인이라면 중후반부터 잠이 올 수 가 없다!중간중간 의미 없어보이는 장면이나, 지루한 설명들이 있지만..그래도 국뽕 보너스 있지!",2022.07.30
10,yun9****,2022.07.30
6,eyou****,2022.07.30
10,kimm****,2022.07.30
10,7ube****,2022.07.30
10,make****,2022.07.30
10,moni****,2022.07.30
9,초반에살짝지루했지만 재밌어요!!,2022.07.30
10,jini****,2022.07.30
10,"국뽕이 절제되서 좋았고, 전략전술도 중점적으로 나와서 괜찮았음. 스토리야 어렸을때 많이 배웠던부분이라 새로움은 없었지만 해전연출도 재밌었고,일본군을 단순한 악당 캐릭터로 소모하지않고 일본내 갈등, 상황등 으로 약간 ...",2022.07.30
10,shie****,2022.07.30
10,한산 대첩이 조선의 압도적 승리였던 해전이었던 만큼 해전씬은 볼만하다. 그러나 거기까지 가기까지 빌드업에 아쉬움이 많이 남는 영화. CG에만 모든걸 쏟아부은 느낌이다. 박해일과 변요한은 연기는 좋았으나 너무 예쁘게(...,2022.07.30
10,주인공은 준사랑 나대용,2022.07.30
10,조선과 왜 양쪽 진영을 같은 비중으로 구성해서 좋았음. 이순신도 좋았지만 와키자카 캐릭터도 신선하고 좋았음.  신파적인 서사 없이  한산해전의 전략에만 집중한 각본. 불필요하게 악한 왜군의 묘사 없이도 자연스러운 자...,2022.07.30
10,jsh3****,2022.07.30
8,voca****,2022.07.30
10,myjs****,2022.07.30
10,한번더 역사에 이순신 장군님을 존경하는 영화,2022.07.30
10,jprl****,2022.07.30
10,명량은 강렬한 임팩트에 이순신이라면 한산은 무표정이순신 감동도 명량보다 떨어지고 기억에 남는건 이수파보스 마지막 작은 거북선타고 적진 돌격할때가 가장 기억에남음.,2022.07.30
10,명량에서 조진웅이 연기했던 일장수가 이번 한산 메인 빌런인 변요한임 한산에서도 털리고 명량에서도 털렷네ㅋ 명량에서 이정현과 진구가 연기했던 인물들을 조향기와 옥택연이 연기했는데 명량에서 이정현이 왜 벙어리였는지도 나...,2022.07.30
10,ck__****,2022.07.30
10,마지막해상전투씬은 멋졌음 근데 이순신영화에 주인공이 와키자카 > 준사 > 원균 > 안성기 >김스멜 = 이순신 = 거북선장인 = 가토 =기타등등국내장수 일정도로 이순신 비중 낮음계속 백지펴놓고 고...,2022.07.30
8,"장엄한 스케일의 구성은 좋다.하지만 절제의 한계, 승리에 대한 갈망이 느껴지지 않는 전투, 부족한 개연성, 프리퀄을 강조하려는 의미없는 부분들이 아쉬웠다.작품성, 전투씬, 스케일, 이펙트 등이 이전보다 좋아졌다고 해...",2022.07.30
10,jiny****,2022.07.30
10,영화는 국뽕으로 평가되어서는 안된다. 전쟁은 cg와 대사만으로 표현되지 않는다. 한산도대첩에 대해 알고 싶거든 책을 보거나 차라리 10년전에 했던 불멸의 이순신을 봐라. 제대로된 영화를 만들려거든 배우를 모으지 말고...,2022.07.30
10,일단  고뇌와 무게의 이순신 역은 박해일보다는 최민식이 더 나음  박해일은 최종병기 활의 역할은 최고 그나 이순신 역할은 다소  안맞음  초반 지루 후반 전투신  은  초반 볼만했는데 압도적인 파괴력의 영상은 아님 ...,2022.07.30
10,세계 4대 대첩이라는 위상에 맞게금 정성들여 연출한 노력이 보임 그리고 거북선이 레알 주인공이다. 중간에 눈이 휘둥그레짐 그러나 이순신 임팩트 부족 그리고 정작 뚜겅 열어보니 CG도 그렇게 좋지 않음 100억이나 투...,2022.07.30
10,pols****,2022.07.30
10,thdw****,2022.07.30
10,이순신 과 거북선 만으로도볼만한 가치가 있으며 한산대첩을스크린으로 볼수있음에 충분하다 노량해전이 더 기대된다,2022.07.30
10,수도선부.학익진을 완성하고 전쟁에 이기기 위해 얼마나 많은 인내와 연습과 노력을했을 이름모를 민초들과  조선수군의 노고를 영화를 통에 조금이나마 느끼게됩니다.그들이 있었기에 지금의 내나라가있고 우리가 존재하지않겠습니...,2022.07.30
10,skh3****,2022.07.30
10,세계 전쟁사에서도 유명하다던 학익진이 어떻게 사용됐는지가 궁금했는데..그건 그냥 훌렁 넘어가버린 듯 하여 아쉬웠습니다. 그런데 제목에 나와 있었네요. 용의 출현. 그게 전부였어요. ㅎ 그리고 다들 연기는 잘하는데 왠...,2022.07.30
10,theh****,2022.07.30
10,vhtp****,2022.07.30
10,초반이랑 중반이 많이 지루했음,2022.07.30
10,전작인 명량보다 더 나은 점은 CG의 발전이 유일하다..(시기상으로는 한산(1592년 7월 8일)이 명량(1597년 9월 16일)보다 5년 앞선 이야기이다.)이순신 장군의 고뇌와 부담 그리고 카리스마를 연기하기에 박...,2022.07.30
10,준사 : 이 전쟁은 무엇이옵니까?이순신 : 이 전쟁은 의와 불의의 싸움이다. 영화관에서 보길 백번 천번 잘했다.. 라는 생각이 들었음. 알고 있었지만 거북선 등장에서 첫번째 소름. 적이 거북선이 자신들의 배에 충파 ...,2022.07.30
10,0106****,2022.07.30
10,drea****,2022.07.30
10,"좋은 영화지만 음악으로 뒤범벅,  엄청난 CG로 포장돼 기대만큼은 아닌...명량만큼의 감동도 없고 이순신 장군도 없는 대작. 박해일을 데리고 이것밖에라는 아쉬움. 왜장이 진짜 주인공? 플롯도 명량과 같고 구선의 활약...",2022.07.30
10,fuha****,2022.07.30
10,tkys****,2022.07.30
10,rkda****,2022.07.30
10,yy22****,2022.07.30
10,"이순신 박해일은 조용하지만 큰 울림이 있었고, 변요한 역시 쉽지 않을 일본어를 구사하며 훌륭히 연기했다. 모든 배우들이 하나 되어 극전개를 이루는 느낌이 너무 좋았다. 이 영화 잘되면 좋겠다는 생각에 적었음.   왜...",2022.07.30
9,hanl****,2022.07.30
10,yskw****,2022.07.30
10,배우 연기도 최고스트레스 날리는데도 최고나라사랑하는 마음도 생기는데 최고,2022.07.30
10,wive****,2022.07.30
9,해상전 레전드!거북선의 팔방포격은 해저지진급!학익진의 일제포격은 쓰나미급!왜군 본거지인 부산성은 co불바다재해급!!,2022.07.30
10,대한민국에서존경하는위인이순신장군님을존경해서나라헌신하는지대한공과업적과일대기보고높이평가합니다,2022.07.30
8,ljh5****,2022.07.30
10,말그대로 '용의출현'이었다. 이미 그 자라에서 예상은 하고있엇지만 그래도 전투에서 실제로 보내 와우 실감났다.,2022.07.30
10,ansc****,2022.07.30
10,임진왜란의 역사적 세부내용이나 인물됨을 알고가면 좋을듯해요. 녹둔도 전투 배경도 알면 이순신의 심리를 더 이해하기 좋아요. 좀더 젊은 이순신의 절제된 모습이네요. 웅치전투의 황진장군 잠시 나오시네요.ㅎㅎ 실제 웅치를...,2022.07.30
10,annb****,2022.07.30
8,dkwn****,2022.07.30
10,aewo****,2022.07.30
6,영상미도 좋고 재미있게 보고 나왔는데 다 보고나서 생각해보면 거북선 나올때 국뽕에 취하는거 말고는 그렇게까지 임팩트가 남는 영화는 아님. 그냥저냥 평범하게 킬링타임용 영화로 좋음. 그래도 명량 재미있게 봤다면 충분히...,2022.07.30
10,대체적으로 잘 만든편이지만 명량을 보고 8년이나 지난 기대감이 컸던 탓일까요? 아쉬운 부분들이 있네요 ㅠㅠ 웅치 이치 전투를 다룰생각이면 황진 장군의 엄청난 활약같은게 나왔으면 좋았을텐데 어수선한 초반부만 나오다 말...,2022.07.30
10,우리나라 역사 영화이기도 하고 마지막에 속이 시원하니 효도영화네요 즐감했어용,2022.07.30
10,전작과 달리 이순신 인물에 할애하는 부분이 없다. 박해일이 주연인가 싶을 정도다. 반면 쟁쟁한 배우들이 거의 주연과 병렬되어 등장한다. 드라이한 역사영화를 찍고싶다는 감독의 욕심이 조금 보였다. 하지만 어쩔 수 없이...,2022.07.30
10,magi****,2022.07.30
10,명량이 훨 나음.^^다큐 보는듯...캐스팅이 영 별루...거북선 머리 들어가는건 신기^^별10점은 알바가 쓴거 같음.개그맨 출신배우 윤진영과 김성균이 제일 연기 잘한거 같음!,2022.07.30
10,전투씬은 생각보다 너무 쉽게 끝남... 명량 만큼의 감동은 아님... 그냥 갓거북선임... 한산대첩의 백미는 학익진 전개과정인데 이부분이 전혀 연출안된부분은 아쉬움... 이억기장군의 전라우수군이 통영쪽 매복해있다가 ...,2022.07.30
10,sksh****,2022.07.30
10,imue****,2022.07.30
10,hcba****,2022.07.30
10,bbar****,2022.07.30
10,알바생들 판치네ㅡㅡ진짜 최악의 영화 팝콘값도 아까움명랑처럼 스케일도 없고 시간 아깝습니다1점도 아깝습니다알바들 양심까지 팔지맙시다 영화보던중 시작후 1시간까진 지루해서 바로 평점남겼으나 다시 수정합니다1시간10분~2...,2022.07.30
10,ansg****,2022.07.30
9,pws4****,2022.07.30
6,거북선등장씬도 소름이 돋았지만 저는 왠지모르게 최종 학익진도를 편성하시는 장면에 더 몰입이 되었네요,2022.07.30
5,나쁘지 않게 봤어요 개인적으로 전작을 봐서 그런지 전작에 비해 다소 아쉬운 부분이 많았습니다cg가 많아 연출도 sf영화 같단 느낌도 많았구요 2시간 넘는 시간동안 막바지 전쟁씬 이전에사설이 길어서 다소 지루할수도 있...,2022.07.30
5,"대사전달안됨,억지신파,똑똑한척하던 일본장군 막판OO짓,등장인물너무많음,연출졷구림, 일본놈들 패는것만으로 카타르시스 느꼇다는 국뽕들 수준참 ㅋㅋㅋ 같은국뽕이라도 탑건매버릭만듦새좀 보고 배워라 이영화는 그냥 짱깨국뽕영화...",2022.07.30
10,"연출도 최악이고,배우 캐스팅도 영 꽝이고,배우들 연기도 엉망이네요.시리즈로 후속편도 나온다던대...명량에서 받았던 감동이 이영화 한편 본걸로 완전 개박살 났네요.명량 단물 빨기용으로 급조한 영화네요.딱 거기까지 였습...",2022.07.30
10,진짜 진짜 진심으로 재미없음 감동도 없음 이거 재밌다고 하는 사람 신기할정도로 재미없음 내가 인생 살면서 본 영화 중에 재일 재미없음 심지어 성냥팔이소녀? 그 영화도 봤은데 그거보다 재미없음 실화냐? 대체 재밌게 보...,2022.07.30
10,ghwn****,2022.07.30
10,s107****,2022.07.30
10,인생영화 우리나라에 이순신장군의 존경심까지들었습니다 개인적으로 앞자리에서 보는걸 추천드립니다 영화 유관순도 감명깊게 보았는데 왜구놈들을 무찌르는 장면이 재밌었습니다 오늘 영화보기전에 식당에서 나까무라준 반자이 하는 ...,2022.07.30
10,kana****,2022.07.30
5,우선 배우들 연기가 넘 어색하고  겉도는 느낌이랄까...스토리라인도 밋밋하거니와 중반부까지 넘 지루함! 성웅이순신의 모습을 표현하는것도 좋은데 넘 대사도 없고 신비한 느낌만 주려고 의도한것 같아 답답하다는 느낌까지 ...,2022.07.30
6,우리나라 최고의  이순신장군의  일본과  전쟁하는 모습은  자랑스럽고 본받아 우리나라를 아무도 건들수 없게  최고의  나라가 되길  바랍니다  대한민국  사랑 합니다,2022.07.30
10,koan****,2022.07.30
8,brav****,2022.07.30
10,더 나아가자! 우리는 압도적인 승리가 필요하다!,2022.07.30
10,sano****,2022.07.30
1,스토리내용은 모든 한국인이 환호하는 소재지만.. 전투라는 주제가 메인인데 그거치고 잔잔해서 감동이나 재미요소가 크진않았습니다. 국뽕포함해서 7점정도 생각듭니다. 영화보면서 다시한번 이순신이라는 위인이 멋지다고 생각들...,2022.07.30
4,dydd****,2022.07.30
10,taij****,2022.07.30
4,이순식역을 맡은 박해일의 연기 괜찮았음 하지만 다소 밋밋해서 좀 아쉬웠음 초반에는 볼만한 정도였는데 거북선 나와서 일본하고 전투하는 장면부터는 재밌었다 (범죄도시를 좋아하는 사람으로서 박지환이 나온것만으로도 웃기다)...,2022.07.30
5,kdon****,2022.07.30
2,8sj8****,2022.07.30
1,명량때는 cgv 전체상영관중 90%가 명량만 상영했고 거기다 24시간 상영 했기때문에 1700만 달성이 쉬웠지.  극장가면 전부 명량만 하니까 할수없이 보게 됬었지..  이번에도 그러려나?  근데 확실히 명량보다는 ...,2022.07.30
10,보기 전에 여러 반응 많이 읽고 봤는데요..이 여름날 시원하게 볼 수 있는 영화입니다.개인적으로 꼭 영화관에서 봐야하는 영화에요!!영상미랑 사운드까지 .. 정말 즐겁게 봤어요!!일본어가 조금 가득하긴 하지만 스토리부...,2022.07.30
10,"피터 잭슨의 킹콩처럼, 초반의 묵직한 드라마가 극을 받쳐 주고, 후반부에 전투 장면이 정신없이 몰아친다. 몰입해 보다 보면, 마치 내가 전장의 한 복판에 있다는 느낌을 받을 수도... 보기 전, 판옥선과 세키부네의 ...",2022.07.30
10,국뽕 빼고 보면 그닥 전작만 못합니다. 주인공이 거북선인지 박해일인지 안성기인지 장이수인지. 주인공의 비중과 조연의 비중의 차이가 크지 않아 몰입감이 분산됩니다. 해상액션신은 재미있고 사운드좋습니다. 그런데 역시 지...,2022.07.30
10,bell****,2022.07.30
10,"대승 한다는 아는 내용이지만 눈물짜게 하는 감동이 있음, 보기전엔 배우들의 포스가 떨어져서 몰입이 안되는것 아닌가 했는데 연기 괜찮고 두 장수의 전략(?)이 균형있게 나옴...다만 역사적으로나 전편에서 처럼 승리한다...",2022.07.30
10,juna****,2022.07.30
7,전작 대비 군더더기 없고 신파없는 깔끔한 스토리 전개 + 해상 전투씬이 매우 인상적임다만 악역의 존재감에 비해 이순신이 너무 무게감낮게 나온거 같아서 아쉬움값싼 감정에 호소하지 않고 한산대첩에 온전히 집중한 담백하면...,2022.07.30
2,bb20****,2022.07.30
4,기대가 너무 큰건가요 1편의 웅장함은 전혀 못찾겠고 변요한 배우의 연기만 완벽하고 다른분들은 배역과 너무 안어울린다는 이질감이 느껴져서 집중이 안돼더라구요 CG도 부족한거같고... 대체로 시간과 돈이 남는다면 다른걸...,2022.07.30
1,ty11****,2022.07.30
1,duke****,2022.07.30
10,yyk0****,2022.07.30
6,"보러 가기 전에도 기자들 및 블로그들의 기대평/감상평들을 읽고 갔었는데호평일색인 평들에 비해 영화는 약간 못 미치는거 같음. 이순신도 요번엔 ""지장""을 표현한다고 하는데.... 고민하는 인간적인 모습은...",2022.07.30
8,kimg****,2022.07.30
8,"호국선열들의 불굴의 희생과 그로 인해 우리가 누리는 지금의 평화, 행복과 편안함에 대해 다시 한번 깊은 감사함을 느꼈습니다. 그리고 변요한 배우의 연기력에 감탄을 보냅니다. 굳이 한가지 흠이라면 전투함들의 속도가 거...",2022.07.30
10,jjuj****,2022.07.30
7,ktwi****,2022.07.30
10,한산이 실제 바다에 배를 띄우지 않고 촬영해서 그런지 명량과 CG는 발전없이 비슷하게 훌륭하다. 다만 화포 포격 사운드는 한산이 압도적. 명량에서 타앙 타앙 약간 쨍한 사운드라면 한산에서는 꽤 깊고 무게감이 있다. ...,2022.07.30
10,mybi****,2022.07.30
10,"다들 초,중반에 지루하다 하시는데 저는 초반만 지루했어요. 발음이 정확히 안 들린 점이 아쉬웠지만 진짜 다들 연기 잘 하시고 전투 장면이 정말 멋졌습니다!! 다들 봐주세요(전 무대인사 보러 간 거였는데 영화도 재미있...",2022.07.30
8,khjm****,2022.07.30
10,kons****,2022.07.30
